"Block"	"Trial"	"FaceFilename"	"WordFilename"	"Race"	"Fix"	"WordValence"	"Familiar"	"Condition"	"RT"	"Key"	"Error"	"Subnum"
1	1	""	"romance"	NA	""	2	NA	NA	3753	2	NA	1
1	2	""	"pest"	NA	""	1	NA	NA	874	1	NA	1
1	3	""	"despair"	NA	""	1	NA	NA	1277	1	NA	1
1	4	""	"success"	NA	""	2	NA	NA	568	2	NA	1
1	5	""	"vacation"	NA	""	2	NA	NA	665	2	NA	1
1	6	""	"joy"	NA	""	2	NA	NA	526	2	NA	1
1	7	""	"smile"	NA	""	2	NA	NA	577	2	NA	1
1	8	""	"cockroach"	NA	""	1	NA	NA	593	1	NA	1
1	9	""	"garbage"	NA	""	1	NA	NA	569	1	NA	1
1	10	""	"vacation"	NA	""	2	NA	NA	650	2	NA	1
1	11	""	"disgust"	NA	""	1	NA	NA	824	1	NA	1
1	12	""	"garbage"	NA	""	1	NA	NA	589	1	NA	1
1	13	""	"sewage"	NA	""	1	NA	NA	517	1	NA	1
1	14	""	"beauty"	NA	""	2	NA	NA	552	2	NA	1
1	15	""	"poison"	NA	""	1	NA	NA	2274	1	NA	1
1	16	""	"pest"	NA	""	1	NA	NA	689	1	NA	1
1	17	""	"joy"	NA	""	2	NA	NA	637	2	NA	1
1	18	""	"despair"	NA	""	1	NA	NA	1155	1	NA	1
1	19	""	"love"	NA	""	2	NA	NA	586	2	NA	1
1	20	""	"love"	NA	""	2	NA	NA	419	2	NA	1
1	21	""	"beauty"	NA	""	2	NA	NA	554	2	NA	1
1	22	""	"paradise"	NA	""	2	NA	NA	755	2	NA	1
1	23	""	"smile"	NA	""	2	NA	NA	764	2	NA	1
1	24	""	"success"	NA	""	2	NA	NA	477	2	NA	1
1	25	""	"vomit"	NA	""	1	NA	NA	610	1	NA	1
1	26	""	"cockroach"	NA	""	1	NA	NA	593	1	NA	1
1	27	""	"paradise"	NA	""	2	NA	NA	593	2	NA	1
1	28	""	"romance"	NA	""	2	NA	NA	585	2	NA	1
1	29	""	"vomit"	NA	""	1	NA	NA	569	1	NA	1
1	30	""	"sewage"	NA	""	1	NA	NA	506	1	NA	1
1	31	""	"poison"	NA	""	1	NA	NA	445	1	NA	1
1	32	""	"disgust"	NA	""	1	NA	NA	716	1	NA	1
2	1	"C:\Hannah's FYP\Black22_neu.jpg"	"joy"	1	"nose"	2	NA	132	1343	2	0	1
2	2	"C:\Hannah's FYP\White15_neu.jpg"	"sewage"	2	"eyes"	1	NA	221	671	1	0	1
2	3	"C:\Hannah's FYP\Black16_neu.jpg"	"despair"	1	"eyes"	1	NA	121	788	1	0	1
2	4	"C:\Hannah's FYP\Black17_neu.jpg"	"despair"	1	"nose"	1	NA	131	818	1	0	1
2	5	"C:\Hannah's FYP\Black9_neu.jpg"	"joy"	1	"eyes"	2	NA	122	544	2	0	1
2	6	"C:\Hannah's FYP\White9_neu.jpg"	"disgust"	2	"eyes"	1	NA	221	835	1	0	1
2	7	"C:\Hannah's FYP\Black14_neu.jpg"	"cockroach"	1	"eyes"	1	NA	121	832	1	0	1
2	8	"C:\Hannah's FYP\Black2_neu.jpg"	"cockroach"	1	"forehead"	1	NA	111	639	1	0	1
2	9	"C:\Hannah's FYP\Black10_neu.jpg"	"success"	1	"eyes"	2	NA	122	918	2	0	1
2	10	"C:\Hannah's FYP\White6_neu.jpg"	"disgust"	2	"forehead"	1	NA	211	1848	1	0	1
2	11	"C:\Hannah's FYP\White18_neu.jpg"	"pest"	2	"nose"	1	NA	231	976	1	0	1
2	12	"C:\Hannah's FYP\White21_neu.jpg"	"vomit"	2	"nose"	1	NA	231	717	1	0	1
2	13	"C:\Hannah's FYP\White8_neu.jpg"	"pest"	2	"forehead"	1	NA	211	849	1	0	1
2	14	"C:\Hannah's FYP\Black5_neu.jpg"	"smile"	1	"forehead"	2	NA	112	1119	2	0	1
2	15	"C:\Hannah's FYP\Black17_neu.jpg"	"pest"	1	"nose"	1	NA	131	879	1	0	1
2	16	"C:\Hannah's FYP\Black17_neu.jpg"	"love"	1	"nose"	2	NA	132	689	2	0	1
2	17	"C:\Hannah's FYP\White11_neu.jpg"	"garbage"	2	"eyes"	1	NA	221	789	1	0	1
2	18	"C:\Hannah's FYP\Black11_neu.jpg"	"romance"	1	"eyes"	2	NA	122	2014	2	0	1
2	19	"C:\Hannah's FYP\Black23_neu.jpg"	"poison"	1	"nose"	1	NA	131	766	1	0	1
2	20	"C:\Hannah's FYP\Black11_neu.jpg"	"sewage"	1	"eyes"	1	NA	121	656	1	0	1
2	21	"C:\Hannah's FYP\Black10_neu.jpg"	"poison"	1	"eyes"	1	NA	121	1278	1	0	1
2	22	"C:\Hannah's FYP\White8_neu.jpg"	"success"	2	"forehead"	2	NA	212	738	2	0	1
2	23	"C:\Hannah's FYP\Black9_neu.jpg"	"cockroach"	1	"eyes"	1	NA	121	700	1	0	1
2	24	"C:\Hannah's FYP\Black20_neu.jpg"	"poison"	1	"nose"	1	NA	131	780	1	0	1
2	25	"C:\Hannah's FYP\Black9_neu.jpg"	"vacation"	1	"eyes"	2	NA	122	693	2	0	1
2	26	"C:\Hannah's FYP\White23_neu.jpg"	"vacation"	2	"nose"	2	NA	232	998	2	0	1
2	27	"C:\Hannah's FYP\White13_neu.jpg"	"vacation"	2	"eyes"	2	NA	222	654	2	0	1
2	28	"C:\Hannah's FYP\Black21_neu.jpg"	"garbage"	1	"nose"	1	NA	131	664	1	0	1
2	29	"C:\Hannah's FYP\White24_neu.jpg"	"cockroach"	2	"nose"	1	NA	231	614	1	0	1
2	30	"C:\Hannah's FYP\White1_neu.jpg"	"disgust"	2	"forehead"	1	NA	211	790	1	0	1
2	31	"C:\Hannah's FYP\White5_neu.jpg"	"romance"	2	"forehead"	2	NA	212	606	2	0	1
2	32	"C:\Hannah's FYP\Black6_neu.jpg"	"disgust"	1	"forehead"	1	NA	111	1399	1	0	1
2	33	"C:\Hannah's FYP\White6_neu.jpg"	"love"	2	"forehead"	2	NA	212	669	2	0	1
2	34	"C:\Hannah's FYP\Black11_neu.jpg"	"disgust"	1	"eyes"	1	NA	121	1627	1	0	1
2	35	"C:\Hannah's FYP\White24_neu.jpg"	"garbage"	2	"nose"	1	NA	231	727	1	0	1
2	36	"C:\Hannah's FYP\White22_neu.jpg"	"smile"	2	"nose"	2	NA	232	547	2	0	1
2	37	"C:\Hannah's FYP\White2_neu.jpg"	"smile"	2	"forehead"	2	NA	212	2069	2	0	1
2	38	"C:\Hannah's FYP\White18_neu.jpg"	"sewage"	2	"nose"	1	NA	231	868	1	0	1
2	39	"C:\Hannah's FYP\Black12_neu.jpg"	"garbage"	1	"eyes"	1	NA	121	1441	1	0	1
2	40	"C:\Hannah's FYP\Black23_neu.jpg"	"cockroach"	1	"nose"	1	NA	131	619	1	0	1
2	41	"C:\Hannah's FYP\Black12_neu.jpg"	"beauty"	1	"eyes"	2	NA	122	794	2	0	1
2	42	"C:\Hannah's FYP\Black13_neu.jpg"	"vacation"	1	"eyes"	2	NA	122	602	2	0	1
2	43	"C:\Hannah's FYP\White6_neu.jpg"	"despair"	2	"forehead"	1	NA	211	842	1	0	1
2	44	"C:\Hannah's FYP\White18_neu.jpg"	"romance"	2	"nose"	2	NA	232	549	2	0	1
2	45	"C:\Hannah's FYP\Black3_neu.jpg"	"smile"	1	"forehead"	2	NA	112	646	2	0	1
2	46	"C:\Hannah's FYP\Black18_neu.jpg"	"vomit"	1	"nose"	1	NA	131	772	1	0	1
2	47	"C:\Hannah's FYP\White9_neu.jpg"	"success"	2	"eyes"	2	NA	222	869	2	0	1
2	48	"C:\Hannah's FYP\Black24_neu.jpg"	"love"	1	"nose"	2	NA	132	487	2	0	1
2	49	"C:\Hannah's FYP\Black22_neu.jpg"	"romance"	1	"nose"	2	NA	132	569	2	0	1
2	50	"C:\Hannah's FYP\Black13_neu.jpg"	"paradise"	1	"eyes"	2	NA	122	507	2	0	1
2	51	"C:\Hannah's FYP\White13_neu.jpg"	"poison"	2	"eyes"	1	NA	221	816	1	0	1
2	52	"C:\Hannah's FYP\Black15_neu.jpg"	"vomit"	1	"eyes"	1	NA	121	647	1	0	1
2	53	"C:\Hannah's FYP\White10_neu.jpg"	"paradise"	2	"eyes"	2	NA	222	646	2	0	1
2	54	"C:\Hannah's FYP\Black12_neu.jpg"	"love"	1	"eyes"	2	NA	122	628	2	0	1
2	55	"C:\Hannah's FYP\White20_neu.jpg"	"vacation"	2	"nose"	2	NA	232	720	2	0	1
2	56	"C:\Hannah's FYP\White13_neu.jpg"	"disgust"	2	"eyes"	1	NA	221	756	1	0	1
2	57	"C:\Hannah's FYP\White12_neu.jpg"	"smile"	2	"eyes"	2	NA	222	645	2	0	1
2	58	"C:\Hannah's FYP\White5_neu.jpg"	"paradise"	2	"forehead"	2	NA	212	572	2	0	1
2	59	"C:\Hannah's FYP\Black2_neu.jpg"	"despair"	1	"forehead"	1	NA	111	702	1	0	1
2	60	"C:\Hannah's FYP\White2_neu.jpg"	"cockroach"	2	"forehead"	1	NA	211	778	1	0	1
2	61	"C:\Hannah's FYP\White9_neu.jpg"	"romance"	2	"eyes"	2	NA	222	635	2	0	1
2	62	"C:\Hannah's FYP\Black15_neu.jpg"	"garbage"	1	"eyes"	1	NA	121	730	1	0	1
2	63	"C:\Hannah's FYP\Black18_neu.jpg"	"cockroach"	1	"nose"	1	NA	131	613	1	0	1
2	64	"C:\Hannah's FYP\White16_neu.jpg"	"pest"	2	"eyes"	1	NA	221	629	1	0	1
2	65	"C:\Hannah's FYP\Black6_neu.jpg"	"despair"	1	"forehead"	1	NA	111	596	1	0	1
2	66	"C:\Hannah's FYP\White4_neu.jpg"	"beauty"	2	"forehead"	2	NA	212	676	2	0	1
2	67	"C:\Hannah's FYP\White5_neu.jpg"	"garbage"	2	"forehead"	1	NA	211	906	1	0	1
2	68	"C:\Hannah's FYP\Black7_neu.jpg"	"vomit"	1	"forehead"	1	NA	111	603	1	0	1
2	69	"C:\Hannah's FYP\White16_neu.jpg"	"success"	2	"eyes"	2	NA	222	683	2	0	1
2	70	"C:\Hannah's FYP\White21_neu.jpg"	"sewage"	2	"nose"	1	NA	231	757	1	0	1
2	71	"C:\Hannah's FYP\Black6_neu.jpg"	"vacation"	1	"forehead"	2	NA	112	543	2	0	1
2	72	"C:\Hannah's FYP\White23_neu.jpg"	"beauty"	2	"nose"	2	NA	232	902	2	0	1
2	73	"C:\Hannah's FYP\White7_neu.jpg"	"poison"	2	"forehead"	1	NA	211	618	1	0	1
2	74	"C:\Hannah's FYP\Black2_neu.jpg"	"beauty"	1	"forehead"	2	NA	112	497	2	0	1
2	75	"C:\Hannah's FYP\Black10_neu.jpg"	"smile"	1	"eyes"	2	NA	122	639	2	0	1
2	76	"C:\Hannah's FYP\Black19_neu.jpg"	"romance"	1	"nose"	2	NA	132	582	2	0	1
2	77	"C:\Hannah's FYP\Black4_neu.jpg"	"sewage"	1	"forehead"	1	NA	111	888	1	0	1
2	78	"C:\Hannah's FYP\White10_neu.jpg"	"pest"	2	"eyes"	1	NA	221	868	1	0	1
2	79	"C:\Hannah's FYP\Black15_neu.jpg"	"joy"	1	"eyes"	2	NA	122	801	2	0	1
2	80	"C:\Hannah's FYP\Black18_neu.jpg"	"paradise"	1	"nose"	2	NA	132	1593	2	0	1
2	81	"C:\Hannah's FYP\Black24_neu.jpg"	"sewage"	1	"nose"	1	NA	131	1004	1	0	1
2	82	"C:\Hannah's FYP\Black21_neu.jpg"	"paradise"	1	"nose"	2	NA	132	1375	2	0	1
2	83	"C:\Hannah's FYP\Black1_neu.jpg"	"pest"	1	"forehead"	1	NA	111	799	1	0	1
2	84	"C:\Hannah's FYP\White16_neu.jpg"	"despair"	2	"eyes"	1	NA	221	1295	1	0	1
2	85	"C:\Hannah's FYP\White17_neu.jpg"	"vomit"	2	"nose"	1	NA	231	1858	1	0	1
2	86	"C:\Hannah's FYP\Black14_neu.jpg"	"romance"	1	"eyes"	2	NA	122	861	2	0	1
2	87	"C:\Hannah's FYP\White11_neu.jpg"	"love"	2	"eyes"	2	NA	222	698	2	0	1
2	88	"C:\Hannah's FYP\White6_neu.jpg"	"beauty"	2	"forehead"	2	NA	212	463	2	0	1
2	89	"C:\Hannah's FYP\Black12_neu.jpg"	"vomit"	1	"eyes"	1	NA	121	998	1	0	1
2	90	"C:\Hannah's FYP\White19_neu.jpg"	"love"	2	"nose"	2	NA	232	747	2	0	1
2	91	"C:\Hannah's FYP\White3_neu.jpg"	"success"	2	"forehead"	2	NA	212	1149	2	0	1
2	92	"C:\Hannah's FYP\Black20_neu.jpg"	"joy"	1	"nose"	2	NA	132	610	2	0	1
2	93	"C:\Hannah's FYP\White12_neu.jpg"	"cockroach"	2	"eyes"	1	NA	221	738	1	0	1
2	94	"C:\Hannah's FYP\Black14_neu.jpg"	"sewage"	1	"eyes"	1	NA	121	652	1	0	1
2	95	"C:\Hannah's FYP\Black22_neu.jpg"	"vomit"	1	"nose"	1	NA	131	592	1	0	1
2	96	"C:\Hannah's FYP\White12_neu.jpg"	"beauty"	2	"eyes"	2	NA	222	641	2	0	1
2	97	"C:\Hannah's FYP\White13_neu.jpg"	"paradise"	2	"eyes"	2	NA	222	640	2	0	1
2	98	"C:\Hannah's FYP\White8_neu.jpg"	"sewage"	2	"forehead"	1	NA	211	1495	1	0	1
2	99	"C:\Hannah's FYP\Black23_neu.jpg"	"smile"	1	"nose"	2	NA	132	502	2	0	1
2	100	"C:\Hannah's FYP\White4_neu.jpg"	"love"	2	"forehead"	2	NA	212	1835	2	0	1
2	101	"C:\Hannah's FYP\White15_neu.jpg"	"romance"	2	"eyes"	2	NA	222	543	2	0	1
2	102	"C:\Hannah's FYP\Black13_neu.jpg"	"poison"	1	"eyes"	1	NA	121	546	1	0	1
2	103	"C:\Hannah's FYP\White3_neu.jpg"	"romance"	2	"forehead"	2	NA	212	733	2	0	1
2	104	"C:\Hannah's FYP\White14_neu.jpg"	"garbage"	2	"eyes"	1	NA	221	653	1	0	1
2	105	"C:\Hannah's FYP\Black22_neu.jpg"	"pest"	1	"nose"	1	NA	131	2152	1	0	1
2	106	"C:\Hannah's FYP\White2_neu.jpg"	"sewage"	2	"forehead"	1	NA	211	534	1	0	1
2	107	"C:\Hannah's FYP\White7_neu.jpg"	"joy"	2	"forehead"	2	NA	212	754	2	0	1
2	108	"C:\Hannah's FYP\Black24_neu.jpg"	"despair"	1	"nose"	1	NA	131	633	1	0	1
2	109	"C:\Hannah's FYP\Black1_neu.jpg"	"romance"	1	"forehead"	2	NA	112	824	2	0	1
2	110	"C:\Hannah's FYP\White14_neu.jpg"	"cockroach"	2	"eyes"	1	NA	221	700	1	0	1
2	111	"C:\Hannah's FYP\White10_neu.jpg"	"poison"	2	"eyes"	1	NA	221	744	1	0	1
2	112	"C:\Hannah's FYP\White19_neu.jpg"	"poison"	2	"nose"	1	NA	231	728	1	0	1
2	113	"C:\Hannah's FYP\Black8_neu.jpg"	"cockroach"	1	"forehead"	1	NA	111	745	1	0	1
2	114	"C:\Hannah's FYP\Black23_neu.jpg"	"beauty"	1	"nose"	2	NA	132	593	2	0	1
2	115	"C:\Hannah's FYP\Black19_neu.jpg"	"sewage"	1	"nose"	1	NA	131	642	1	0	1
2	116	"C:\Hannah's FYP\Black4_neu.jpg"	"vacation"	1	"forehead"	2	NA	112	873	2	0	1
2	117	"C:\Hannah's FYP\Black19_neu.jpg"	"beauty"	1	"nose"	2	NA	132	510	2	0	1
2	118	"C:\Hannah's FYP\Black7_neu.jpg"	"sewage"	1	"forehead"	1	NA	111	2232	1	0	1
2	119	"C:\Hannah's FYP\White8_neu.jpg"	"smile"	2	"forehead"	2	NA	212	554	2	0	1
2	120	"C:\Hannah's FYP\White19_neu.jpg"	"smile"	2	"nose"	2	NA	232	562	2	0	1
2	121	"C:\Hannah's FYP\Black16_neu.jpg"	"smile"	1	"eyes"	2	NA	122	644	2	0	1
2	122	"C:\Hannah's FYP\Black20_neu.jpg"	"disgust"	1	"nose"	1	NA	131	559	1	0	1
2	123	"C:\Hannah's FYP\White11_neu.jpg"	"sewage"	2	"eyes"	1	NA	221	633	1	0	1
2	124	"C:\Hannah's FYP\White1_neu.jpg"	"vacation"	2	"forehead"	2	NA	212	601	2	0	1
2	125	"C:\Hannah's FYP\White2_neu.jpg"	"joy"	2	"forehead"	2	NA	212	609	2	0	1
2	126	"C:\Hannah's FYP\Black5_neu.jpg"	"poison"	1	"forehead"	1	NA	111	466	1	0	1
2	127	"C:\Hannah's FYP\White14_neu.jpg"	"joy"	2	"eyes"	2	NA	222	821	2	0	1
2	128	"C:\Hannah's FYP\Black4_neu.jpg"	"poison"	1	"forehead"	1	NA	111	612	1	0	1
2	129	"C:\Hannah's FYP\White11_neu.jpg"	"joy"	2	"eyes"	2	NA	222	796	2	0	1
2	130	"C:\Hannah's FYP\White20_neu.jpg"	"garbage"	2	"nose"	1	NA	231	673	1	0	1
2	131	"C:\Hannah's FYP\Black6_neu.jpg"	"success"	1	"forehead"	2	NA	112	2543	2	0	1
2	132	"C:\Hannah's FYP\White3_neu.jpg"	"despair"	2	"forehead"	1	NA	211	564	1	0	1
2	133	"C:\Hannah's FYP\Black15_neu.jpg"	"love"	1	"eyes"	2	NA	122	462	2	0	1
2	134	"C:\Hannah's FYP\White15_neu.jpg"	"beauty"	2	"eyes"	2	NA	222	581	2	0	1
2	135	"C:\Hannah's FYP\Black16_neu.jpg"	"success"	1	"eyes"	2	NA	122	2127	2	0	1
2	136	"C:\Hannah's FYP\Black5_neu.jpg"	"pest"	1	"forehead"	1	NA	111	646	1	0	1
2	137	"C:\Hannah's FYP\White14_neu.jpg"	"love"	2	"eyes"	2	NA	222	585	2	0	1
2	138	"C:\Hannah's FYP\Black9_neu.jpg"	"despair"	1	"eyes"	1	NA	121	562	1	0	1
2	139	"C:\Hannah's FYP\White10_neu.jpg"	"vacation"	2	"eyes"	2	NA	222	605	2	0	1
2	140	"C:\Hannah's FYP\White24_neu.jpg"	"love"	2	"nose"	2	NA	232	2885	2	0	1
2	141	"C:\Hannah's FYP\White5_neu.jpg"	"cockroach"	2	"forehead"	1	NA	211	732	1	0	1
2	142	"C:\Hannah's FYP\White17_neu.jpg"	"disgust"	2	"nose"	1	NA	231	519	1	0	1
2	143	"C:\Hannah's FYP\White20_neu.jpg"	"cockroach"	2	"nose"	1	NA	231	592	1	0	1
2	144	"C:\Hannah's FYP\Black2_neu.jpg"	"success"	1	"forehead"	2	NA	112	521	2	0	1
2	145	"C:\Hannah's FYP\Black5_neu.jpg"	"love"	1	"forehead"	2	NA	112	933	1	1	1
2	146	"C:\Hannah's FYP\Black21_neu.jpg"	"disgust"	1	"nose"	1	NA	131	1684	1	0	1
2	147	"C:\Hannah's FYP\White22_neu.jpg"	"romance"	2	"nose"	2	NA	232	503	2	0	1
2	148	"C:\Hannah's FYP\White19_neu.jpg"	"despair"	2	"nose"	1	NA	231	896	1	0	1
2	149	"C:\Hannah's FYP\Black14_neu.jpg"	"beauty"	1	"eyes"	2	NA	122	1180	2	0	1
2	150	"C:\Hannah's FYP\Black20_neu.jpg"	"vacation"	1	"nose"	2	NA	132	536	2	0	1
2	151	"C:\Hannah's FYP\White17_neu.jpg"	"success"	2	"nose"	2	NA	232	611	2	0	1
2	152	"C:\Hannah's FYP\White23_neu.jpg"	"poison"	2	"nose"	1	NA	231	592	1	0	1
2	153	"C:\Hannah's FYP\Black8_neu.jpg"	"beauty"	1	"forehead"	2	NA	112	607	2	0	1
2	154	"C:\Hannah's FYP\White7_neu.jpg"	"vacation"	2	"forehead"	2	NA	212	703	2	0	1
2	155	"C:\Hannah's FYP\Black3_neu.jpg"	"love"	1	"forehead"	2	NA	112	674	2	0	1
2	156	"C:\Hannah's FYP\Black21_neu.jpg"	"success"	1	"nose"	2	NA	132	644	2	0	1
2	157	"C:\Hannah's FYP\White22_neu.jpg"	"pest"	2	"nose"	1	NA	231	907	1	0	1
2	158	"C:\Hannah's FYP\White20_neu.jpg"	"joy"	2	"nose"	2	NA	232	1203	2	0	1
2	159	"C:\Hannah's FYP\Black1_neu.jpg"	"vomit"	1	"forehead"	1	NA	111	1169	1	0	1
2	160	"C:\Hannah's FYP\Black10_neu.jpg"	"pest"	1	"eyes"	1	NA	121	641	1	0	1
2	161	"C:\Hannah's FYP\Black13_neu.jpg"	"disgust"	1	"eyes"	1	NA	121	960	1	0	1
2	162	"C:\Hannah's FYP\Black4_neu.jpg"	"joy"	1	"forehead"	2	NA	112	889	2	0	1
2	163	"C:\Hannah's FYP\White21_neu.jpg"	"joy"	2	"nose"	2	NA	232	570	2	0	1
2	164	"C:\Hannah's FYP\Black16_neu.jpg"	"pest"	1	"eyes"	1	NA	121	644	1	0	1
2	165	"C:\Hannah's FYP\White23_neu.jpg"	"despair"	2	"nose"	1	NA	231	862	1	0	1
2	166	"C:\Hannah's FYP\White1_neu.jpg"	"pest"	2	"forehead"	1	NA	211	652	1	0	1
2	167	"C:\Hannah's FYP\Black19_neu.jpg"	"garbage"	1	"nose"	1	NA	131	1746	1	0	1
2	168	"C:\Hannah's FYP\Black8_neu.jpg"	"romance"	1	"forehead"	2	NA	112	1463	2	0	1
2	169	"C:\Hannah's FYP\White12_neu.jpg"	"vomit"	2	"eyes"	1	NA	221	723	1	0	1
2	170	"C:\Hannah's FYP\White16_neu.jpg"	"smile"	2	"eyes"	2	NA	222	502	2	0	1
2	171	"C:\Hannah's FYP\Black18_neu.jpg"	"success"	1	"nose"	2	NA	132	867	2	0	1
2	172	"C:\Hannah's FYP\White24_neu.jpg"	"paradise"	2	"nose"	2	NA	232	1384	2	0	1
2	173	"C:\Hannah's FYP\White1_neu.jpg"	"paradise"	2	"forehead"	2	NA	212	480	2	0	1
2	174	"C:\Hannah's FYP\White4_neu.jpg"	"poison"	2	"forehead"	1	NA	211	734	1	0	1
2	175	"C:\Hannah's FYP\Black17_neu.jpg"	"smile"	1	"nose"	2	NA	132	575	2	0	1
2	176	"C:\Hannah's FYP\Black3_neu.jpg"	"disgust"	1	"forehead"	1	NA	111	904	1	0	1
2	177	"C:\Hannah's FYP\Black24_neu.jpg"	"vacation"	1	"nose"	2	NA	132	1137	2	0	1
2	178	"C:\Hannah's FYP\White17_neu.jpg"	"beauty"	2	"nose"	2	NA	232	498	2	0	1
2	179	"C:\Hannah's FYP\Black11_neu.jpg"	"paradise"	1	"eyes"	2	NA	122	727	2	0	1
2	180	"C:\Hannah's FYP\White18_neu.jpg"	"paradise"	2	"nose"	2	NA	232	503	2	0	1
2	181	"C:\Hannah's FYP\White9_neu.jpg"	"despair"	2	"eyes"	1	NA	221	1156	1	0	1
2	182	"C:\Hannah's FYP\White3_neu.jpg"	"garbage"	2	"forehead"	1	NA	211	908	1	0	1
2	183	"C:\Hannah's FYP\White15_neu.jpg"	"vomit"	2	"eyes"	1	NA	221	776	1	0	1
2	184	"C:\Hannah's FYP\Black7_neu.jpg"	"joy"	1	"forehead"	2	NA	112	1023	2	0	1
2	185	"C:\Hannah's FYP\Black1_neu.jpg"	"paradise"	1	"forehead"	2	NA	112	1205	2	0	1
2	186	"C:\Hannah's FYP\White7_neu.jpg"	"vomit"	2	"forehead"	1	NA	211	620	1	0	1
2	187	"C:\Hannah's FYP\Black8_neu.jpg"	"garbage"	1	"forehead"	1	NA	111	1465	1	0	1
2	188	"C:\Hannah's FYP\Black3_neu.jpg"	"garbage"	1	"forehead"	1	NA	111	548	1	0	1
2	189	"C:\Hannah's FYP\Black7_neu.jpg"	"paradise"	1	"forehead"	2	NA	112	861	2	0	1
2	190	"C:\Hannah's FYP\White21_neu.jpg"	"success"	2	"nose"	2	NA	232	823	2	0	1
2	191	"C:\Hannah's FYP\White4_neu.jpg"	"vomit"	2	"forehead"	1	NA	211	565	1	0	1
2	192	"C:\Hannah's FYP\White22_neu.jpg"	"disgust"	2	"nose"	1	NA	231	904	1	0	1
3	1	"C:\Hannah's FYP\Black2_smi.jpg"	""	1	"forehead"	NA	1	111	1216	1	0	1
3	2	"C:\Hannah's FYP\White15_smi.jpg"	""	2	"eyes"	NA	1	221	534	1	0	1
3	3	"C:\Hannah's FYP\White45_smi.jpg"	""	2	"nose"	NA	2	232	289	1	1	1
3	4	"C:\Hannah's FYP\Black41_smi.jpg"	""	1	"nose"	NA	2	132	439	1	1	1
3	5	"C:\Hannah's FYP\White38_smi.jpg"	""	2	"eyes"	NA	2	222	422	1	1	1
3	6	"C:\Hannah's FYP\Black48_smi.jpg"	""	1	"nose"	NA	2	132	414	2	0	1
3	7	"C:\Hannah's FYP\White13_smi.jpg"	""	2	"eyes"	NA	1	221	422	2	1	1
3	8	"C:\Hannah's FYP\Black42_smi.jpg"	""	1	"nose"	NA	2	132	526	1	1	1
3	9	"C:\Hannah's FYP\Black24_smi.jpg"	""	1	"nose"	NA	1	131	841	2	1	1
3	10	"C:\Hannah's FYP\White25_smi.jpg"	""	2	"forehead"	NA	2	212	375	1	1	1
3	11	"C:\Hannah's FYP\White24_smi.jpg"	""	2	"nose"	NA	1	231	1073	1	0	1
3	12	"C:\Hannah's FYP\White46_smi.jpg"	""	2	"nose"	NA	2	232	398	1	1	1
3	13	"C:\Hannah's FYP\Black18_smi.jpg"	""	1	"nose"	NA	1	131	391	1	0	1
3	14	"C:\Hannah's FYP\Black21_smi.jpg"	""	1	"nose"	NA	1	131	1200	1	0	1
3	15	"C:\Hannah's FYP\White3_smi.jpg"	""	2	"forehead"	NA	1	211	302	2	1	1
3	16	"C:\Hannah's FYP\Black8_smi.jpg"	""	1	"forehead"	NA	1	111	595	2	1	1
3	17	"C:\Hannah's FYP\White12_smi.jpg"	""	2	"eyes"	NA	1	221	2172	1	0	1
3	18	"C:\Hannah's FYP\Black12_smi.jpg"	""	1	"eyes"	NA	1	121	568	2	1	1
3	19	"C:\Hannah's FYP\Black7_smi.jpg"	""	1	"forehead"	NA	1	111	385	2	1	1
3	20	"C:\Hannah's FYP\White21_smi.jpg"	""	2	"nose"	NA	1	231	322	2	1	1
3	21	"C:\Hannah's FYP\Black43_smi.jpg"	""	1	"nose"	NA	2	132	702	1	1	1
3	22	"C:\Hannah's FYP\White14_smi.jpg"	""	2	"eyes"	NA	1	221	930	2	1	1
3	23	"C:\Hannah's FYP\White41_smi.jpg"	""	2	"nose"	NA	2	232	460	1	1	1
3	24	"C:\Hannah's FYP\White9_smi.jpg"	""	2	"eyes"	NA	1	221	907	2	1	1
3	25	"C:\Hannah's FYP\White8_smi.jpg"	""	2	"forehead"	NA	1	211	574	2	1	1
3	26	"C:\Hannah's FYP\Black27_smi.jpg"	""	1	"forehead"	NA	2	112	815	1	1	1
3	27	"C:\Hannah's FYP\White20_smi.jpg"	""	2	"nose"	NA	1	231	990	1	0	1
3	28	"C:\Hannah's FYP\White6_smi.jpg"	""	2	"forehead"	NA	1	211	893	1	0	1
3	29	"C:\Hannah's FYP\Black45_smi.jpg"	""	1	"nose"	NA	2	132	240	2	0	1
3	30	"C:\Hannah's FYP\White34_smi.jpg"	""	2	"eyes"	NA	2	222	457	1	1	1
3	31	"C:\Hannah's FYP\White11_smi.jpg"	""	2	"eyes"	NA	1	221	1175	1	0	1
3	32	"C:\Hannah's FYP\Black36_smi.jpg"	""	1	"eyes"	NA	2	122	1110	1	1	1
3	33	"C:\Hannah's FYP\White42_smi.jpg"	""	2	"nose"	NA	2	232	473	1	1	1
3	34	"C:\Hannah's FYP\Black3_smi.jpg"	""	1	"forehead"	NA	1	111	799	2	1	1
3	35	"C:\Hannah's FYP\White26_smi.jpg"	""	2	"forehead"	NA	2	212	439	1	1	1
3	36	"C:\Hannah's FYP\Black14_smi.jpg"	""	1	"eyes"	NA	1	121	758	2	1	1
